amfi_code,date,nav,nav_quality_flag
100016,2023-02-10,483.1532,OK
100016,2023-02-13,487.4872,OK
100016,2023-02-14,493.0082,OK
100016,2023-02-15,502.9354,OK
100016,2023-02-16,501.6171,OK
100016,2023-02-17,502.3612,OK
100016,2023-02-20,500.7778,OK
100016,2023-02-21,501.045,OK
100016,2023-02-22,508.1265,OK
100016,2023-02-23,502.3938,OK
100016,2023-02-24,498.8505,OK
100016,2023-02-27,505.2068,OK
100016,2023-02-28,510.0352,OK
100016,2023-03-01,508.6667,OK
100016,2023-03-02,512.7785,OK
100016,2023-03-03,514.5893,OK
100016,2023-03-06,521.7123,OK
100016,2023-03-07,522.3246,OK
100016,2023-03-08,527.3425,OK
100016,2023-03-09,540.0526,OK
100016,2023-03-10,543.1889,OK
100016,2023-03-13,543.7057,OK
100016,2023-03-14,547.4632,OK
100016,2023-03-15,545.984,OK
100016,2023-03-16,557.892,OK
100016,2023-03-17,559.067,OK
100016,2023-03-20,558.0108,OK
100016,2023-03-21,554.1991,OK
100016,2023-03-22,559.8766,OK
100016,2023-03-23,564.466,OK
100016,2023-03-24,562.2856,OK
100016,2023-03-27,565.443,OK
100016,2023-03-28,558.258,OK
100016,2023-03-29,559.4579,OK
100016,2023-03-30,561.9861,OK
100016,2023-03-31,570.8065,OK
100016,2023-04-03,567.2319,OK
100016,2023-04-04,561.1622,OK
100016,2023-04-05,557.0355,OK
100016,2023-04-06,550.7921,OK
100016,2023-04-07,557.6109,OK
100016,2023-04-10,565.5706,OK
100016,2023-04-11,567.4627,OK
100016,2023-04-12,573.9037,OK
100016,2023-04-13,574.8786,OK
100016,2023-04-14,574.693,OK
100016,2023-04-17,573.3032,OK
100016,2023-04-18,572.031,OK
100016,2023-04-19,564.5669,OK
100016,2023-04-20,566.1761,OK
100016,2023-04-21,566.2668,OK
100016,2023-04-24,570.2955,OK
100016,2023-04-25,571.0606,OK
100016,2023-04-26,570.536,OK
100016,2023-04-27,566.4614,OK
100016,2023-04-28,567.1145,OK
100016,2023-05-01,571.1134,OK
100016,2023-05-02,565.6753,OK
100016,2023-05-03,566.404,OK
100016,2023-05-04,567.8622,OK
100016,2023-05-05,564.5686,OK
100016,2023-05-08,561.939,OK
100016,2023-05-09,563.3736,OK
100016,2023-05-10,558.0581,OK
100016,2023-05-11,560.0718,OK
100016,2023-05-12,555.9534,OK
100016,2023-05-15,561.4787,OK
100016,2023-05-16,573.4711,OK
100016,2023-05-17,569.4279,OK
100016,2023-05-18,572.4122,OK
100016,2023-05-19,569.0487,OK
100016,2023-05-22,574.5931,OK
100016,2023-05-23,568.5103,OK
100016,2023-05-24,571.2196,OK
100016,2023-05-25,567.1312,OK
100016,2023-05-26,566.3889,OK
100016,2023-05-29,561.5519,OK
100016,2023-05-30,565.9312,OK
100016,2023-05-31,562.059,OK
100016,2023-06-01,565.0931,OK
100016,2023-06-02,563.6716,OK
100016,2023-06-05,563.3934,OK
100016,2023-06-06,564.4191,OK
100016,2023-06-07,560.929,OK
100016,2023-06-08,562.2606,OK
100016,2023-06-09,570.1945,OK
100016,2023-06-12,566.5874,OK
100016,2023-06-13,572.7685,OK
100016,2023-06-14,580.6856,OK
100016,2023-06-15,576.8184,OK
100016,2023-06-16,569.7576,OK
100016,2023-06-19,571.5717,OK
100016,2023-06-20,569.1125,OK
100016,2023-06-21,578.8674,OK
100016,2023-06-22,579.3439,OK
100016,2023-06-23,575.5565,OK
100016,2023-06-26,570.057,OK
100016,2023-06-27,575.8598,OK
100016,2023-06-28,573.262,OK
100016,2023-06-29,573.7795,OK
100016,2023-06-30,578.9351,OK
100016,2023-07-03,576.7654,OK
100016,2023-07-04,576.8293,OK
100016,2023-07-05,577.0426,OK
100016,2023-07-06,580.8301,OK
100016,2023-07-07,584.1654,OK
100016,2023-07-10,583.3333,OK
100016,2023-07-11,583.962,OK
100016,2023-07-12,582.3508,OK
100016,2023-07-13,575.1079,OK
100016,2023-07-14,576.7133,OK
100016,2023-07-17,586.7206,OK
100016,2023-07-18,582.4661,OK
100016,2023-07-19,578.8072,OK
100016,2023-07-20,574.6758,OK
100016,2023-07-21,578.6584,OK
100016,2023-07-24,581.2514,OK
100016,2023-07-25,580.7388,OK
100016,2023-07-26,576.3533,OK
100016,2023-07-27,577.1207,OK
100016,2023-07-28,569.5056,OK
100016,2023-07-31,570.5207,OK
100016,2023-08-01,575.2193,OK
100016,2023-08-02,569.2005,OK
100016,2023-08-03,561.849,OK
100016,2023-08-04,570.0239,OK
100016,2023-08-07,567.2493,OK
100016,2023-08-08,573.2563,OK
100016,2023-08-09,572.7737,OK
100016,2023-08-10,572.2513,OK
100016,2023-08-11,574.7646,OK
100016,2023-08-14,570.5953,OK
100016,2023-08-15,571.5572,OK
100016,2023-08-16,569.9315,OK
100016,2023-08-17,563.6234,OK
100016,2023-08-18,565.5951,OK
100016,2023-08-21,564.5744,OK
100016,2023-08-22,564.0841,OK
100016,2023-08-23,558.3838,OK
100016,2023-08-24,566.5681,OK
100016,2023-08-25,571.2603,OK
100016,2023-08-28,576.4358,OK
100016,2023-08-29,575.1817,OK
100016,2023-08-30,566.7691,OK
100016,2023-08-31,576.9127,OK
100016,2023-09-01,576.8994,OK
100016,2023-09-04,573.398,OK
100016,2023-09-05,575.8066,OK
100016,2023-09-06,582.0642,OK
100016,2023-09-07,582.2461,OK
100016,2023-09-08,589.1525,OK
100016,2023-09-11,595.1135,OK
100016,2023-09-12,589.7951,OK
100016,2023-09-13,586.6033,OK
100016,2023-09-14,591.8832,OK
100016,2023-09-15,578.1898,OK
100016,2023-09-18,577.7262,OK
100016,2023-09-19,570.7762,OK
100016,2023-09-20,568.6757,OK
100016,2023-09-21,567.4716,OK
100016,2023-09-22,565.9735,OK
100016,2023-09-25,563.5143,OK
100016,2023-09-26,558.376,OK
100016,2023-09-27,570.0712,OK
100016,2023-09-28,579.8367,OK
100016,2023-09-29,574.2208,OK
100016,2023-10-02,582.5895,OK
100016,2023-10-03,580.8402,OK
100016,2023-10-04,581.8024,OK
100016,2023-10-05,581.7779,OK
100016,2023-10-06,578.7012,OK
100016,2023-10-09,584.0455,OK
100016,2023-10-10,584.996,OK
100016,2023-10-11,582.8431,OK
100016,2023-10-12,576.473,OK
100016,2023-10-13,572.2429,OK
100016,2023-10-16,564.3101,OK
100016,2023-10-17,564.6621,OK
100016,2023-10-18,559.0226,OK
100016,2023-10-19,558.0026,OK
100016,2023-10-20,565.0774,OK
100016,2023-10-23,571.3805,OK
100016,2023-10-24,571.5127,OK
100016,2023-10-25,571.3686,OK
100016,2023-10-26,581.22,OK
100016,2023-10-27,584.1967,OK
100016,2023-10-30,582.8108,OK
100016,2023-10-31,575.8241,OK
100016,2023-11-01,578.126,OK
100016,2023-11-02,582.6704,OK
100016,2023-11-03,579.7325,OK
100016,2023-11-06,581.5232,OK
100016,2023-11-07,579.9607,OK
100016,2023-11-08,579.3189,OK
100016,2023-11-09,567.0393,OK
100016,2023-11-10,566.2233,OK
100016,2023-11-13,571.3794,OK
100016,2023-11-14,568.4997,OK
100016,2023-11-15,569.0566,OK
100016,2023-11-16,565.5671,OK
100016,2023-11-17,567.6605,OK
100016,2023-11-20,566.87,OK
100016,2023-11-21,562.4839,OK
100016,2023-11-22,569.4269,OK
100016,2023-11-23,574.4072,OK
100016,2023-11-24,571.6459,OK
100016,2023-11-27,574.4572,OK
100016,2023-11-28,577.4842,OK
100016,2023-11-29,581.0643,OK
100016,2023-11-30,572.7421,OK
100016,2023-12-01,578.1473,OK
100016,2023-12-04,575.5467,OK
100016,2023-12-05,574.0293,OK
100016,2023-12-06,587.8432,OK
100016,2023-12-07,589.7144,OK
100016,2023-12-08,588.0119,OK
100016,2023-12-11,576.9838,OK
100016,2023-12-12,584.4006,OK
100016,2023-12-13,577.8064,OK
100016,2023-12-14,573.0112,OK
100016,2023-12-15,571.634,OK
100016,2023-12-18,579.1181,OK
100016,2023-12-19,583.3816,OK
100016,2023-12-20,582.8708,OK
100016,2023-12-21,584.7593,OK
100016,2023-12-22,581.9713,OK
100016,2023-12-25,582.9892,OK
100016,2023-12-26,583.6674,OK
100016,2023-12-27,588.9793,OK
100016,2023-12-28,594.3311,OK
100016,2023-12-29,597.2339,OK
100016,2024-01-01,595.6357,OK
100016,2024-01-02,599.8546,OK
100016,2024-01-03,599.6775,OK
100016,2024-01-04,594.2894,OK
100016,2024-01-05,592.485,OK
100016,2024-01-08,593.2328,OK
100016,2024-01-09,598.3226,OK
100016,2024-01-10,597.6632,OK
100016,2024-01-11,591.6287,OK
100016,2024-01-12,592.2302,OK
100016,2024-01-15,593.129,OK
100016,2024-01-16,594.4085,OK
100016,2024-01-17,599.5594,OK
100016,2024-01-18,605.2836,OK
100016,2024-01-19,602.4306,OK
100016,2024-01-22,599.4751,OK
100016,2024-01-23,594.3074,OK
100016,2024-01-24,598.2899,OK
100016,2024-01-25,606.2963,OK
100016,2024-01-26,604.9258,OK
100016,2024-01-29,603.9507,OK
100016,2024-01-30,612.1297,OK
100016,2024-01-31,615.1823,OK
100016,2024-02-01,617.8723,OK
100016,2024-02-02,611.7323,OK
100016,2024-02-05,615.7225,OK
100016,2024-02-06,611.0129,OK
100016,2024-02-07,605.2447,OK
100016,2024-02-08,603.7079,OK
100016,2024-02-09,600.907,OK
100016,2024-02-12,600.0432,OK
100016,2024-02-13,592.7717,OK
100016,2024-02-14,598.1139,OK
100016,2024-02-15,604.4037,OK
100016,2024-02-16,594.4189,OK
100016,2024-02-19,599.8798,OK
100016,2024-02-20,595.9144,OK
100016,2024-02-21,600.7451,OK
100016,2024-02-22,600.6923,OK
100016,2024-02-23,601.1548,OK
100016,2024-02-26,600.484,OK
100016,2024-02-27,607.2508,OK
100016,2024-02-28,600.9583,OK
100016,2024-02-29,604.5003,OK
100016,2024-03-01,610.7152,OK
100016,2024-03-04,614.9028,OK
100016,2024-03-05,627.9635,OK
100016,2024-03-06,625.3634,OK
100016,2024-03-07,630.9909,OK
100016,2024-03-08,630.7261,OK
100016,2024-03-11,637.9534,OK
100016,2024-03-12,638.2393,OK
100016,2024-03-13,636.388,OK
100016,2024-03-14,644.0928,OK
100016,2024-03-15,641.6375,OK
100016,2024-03-18,634.0199,OK
100016,2024-03-19,631.4621,OK
100016,2024-03-20,635.2466,OK
100016,2024-03-21,643.4252,OK
100016,2024-03-22,644.3884,OK
100016,2024-03-25,652.2598,OK
100016,2024-03-26,644.8262,OK
100016,2024-03-27,642.6418,OK
100016,2024-03-28,641.3391,OK
100016,2024-03-29,641.0221,OK
100016,2024-04-01,641.8287,OK
100016,2024-04-02,646.0847,OK
100016,2024-04-03,643.8872,OK
100016,2024-04-04,645.0099,OK
100016,2024-04-05,645.0859,OK
100016,2024-04-08,640.17,OK
100016,2024-04-09,639.8586,OK
100016,2024-04-10,639.3782,OK
100016,2024-04-11,638.7775,OK
100016,2024-04-12,639.2861,OK
100016,2024-04-15,640.043,OK
100016,2024-04-16,637.9365,OK
100016,2024-04-17,645.4701,OK
100016,2024-04-18,639.1767,OK
100016,2024-04-19,635.4532,OK
100016,2024-04-22,651.5612,OK
100016,2024-04-23,645.957,OK
100016,2024-04-24,638.6202,OK
100016,2024-04-25,643.1019,OK
100016,2024-04-26,631.7543,OK
100016,2024-04-29,630.7702,OK
100016,2024-04-30,643.1525,OK
100016,2024-05-01,634.7763,OK
100016,2024-05-02,624.0991,OK
100016,2024-05-03,616.2197,OK
100016,2024-05-06,621.4418,OK
100016,2024-05-07,627.9608,OK
100016,2024-05-08,625.451,OK
100016,2024-05-09,629.5556,OK
100016,2024-05-10,637.6509,OK
100016,2024-05-13,648.116,OK
100016,2024-05-14,647.0433,OK
100016,2024-05-15,634.3697,OK
100016,2024-05-16,630.1188,OK
100016,2024-05-17,628.0754,OK
100016,2024-05-20,626.9661,OK
100016,2024-05-21,626.2512,OK
100016,2024-05-22,632.7878,OK
100016,2024-05-23,640.2703,OK
100016,2024-05-24,639.6315,OK
100016,2024-05-27,646.1915,OK
100016,2024-05-28,648.5674,OK
100016,2024-05-29,649.2714,OK
100016,2024-05-30,654.8208,OK
100016,2024-05-31,655.5763,OK
100016,2024-06-03,667.9269,OK
100016,2024-06-04,659.8477,OK
100016,2024-06-05,657.1955,OK
100016,2024-06-06,656.8013,OK
100016,2024-06-07,659.692,OK
100016,2024-06-10,667.4546,OK
100016,2024-06-11,667.6553,OK
100016,2024-06-12,659.6735,OK
100016,2024-06-13,664.9362,OK
100016,2024-06-14,669.7236,OK
100016,2024-06-17,658.6916,OK
100016,2024-06-18,659.0094,OK
100016,2024-06-19,650.1674,OK
100016,2024-06-20,646.701,OK
100016,2024-06-21,641.9035,OK
100016,2024-06-24,646.8347,OK
100016,2024-06-25,647.8357,OK
100016,2024-06-26,640.8626,OK
100016,2024-06-27,646.1893,OK
100016,2024-06-28,638.3989,OK
100016,2024-07-01,640.5906,OK
100016,2024-07-02,636.3365,OK
100016,2024-07-03,634.6149,OK
100016,2024-07-04,637.7724,OK
100016,2024-07-05,641.0427,OK
100016,2024-07-08,648.9807,OK
100016,2024-07-09,648.8447,OK
100016,2024-07-10,650.9364,OK
100016,2024-07-11,648.7629,OK
100016,2024-07-12,650.1403,OK
100016,2024-07-15,653.0019,OK
100016,2024-07-16,652.7726,OK
100016,2024-07-17,642.8023,OK
100016,2024-07-18,645.0168,OK
100016,2024-07-19,647.4278,OK
100016,2024-07-22,643.8879,OK
100016,2024-07-23,636.9641,OK
100016,2024-07-24,645.642,OK
100016,2024-07-25,648.781,OK
100016,2024-07-26,647.8057,OK
100016,2024-07-29,641.6731,OK
100016,2024-07-30,637.3679,OK
100016,2024-07-31,645.0648,OK
100016,2024-08-01,646.1817,OK
100016,2024-08-02,643.3834,OK
100016,2024-08-05,646.6154,OK
100016,2024-08-06,642.3191,OK
100016,2024-08-07,651.2134,OK
100016,2024-08-08,659.3693,OK
100016,2024-08-09,657.0006,OK
100016,2024-08-12,653.7051,OK
100016,2024-08-13,639.1138,OK
100016,2024-08-14,631.1428,OK
100016,2024-08-15,624.0528,OK
100016,2024-08-16,625.1196,OK
100016,2024-08-19,623.6453,OK
100016,2024-08-20,616.6077,OK
100016,2024-08-21,615.398,OK
100016,2024-08-22,618.4657,OK
100016,2024-08-23,621.6721,OK
100016,2024-08-26,611.6591,OK
100016,2024-08-27,611.2828,OK
100016,2024-08-28,604.1821,OK
100016,2024-08-29,609.3203,OK
100016,2024-08-30,613.8653,OK
100016,2024-09-02,609.337,OK
100016,2024-09-03,605.5466,OK
100016,2024-09-04,603.3994,OK
100016,2024-09-05,591.8348,OK
100016,2024-09-06,593.8972,OK
100016,2024-09-09,592.7756,OK
100016,2024-09-10,598.1777,OK
100016,2024-09-11,592.7168,OK
100016,2024-09-12,589.7935,OK
100016,2024-09-13,582.3095,OK
100016,2024-09-16,577.4725,OK
100016,2024-09-17,571.7791,OK
100016,2024-09-18,577.1211,OK
100016,2024-09-19,573.8741,OK
100016,2024-09-20,574.7993,OK
100016,2024-09-23,573.168,OK
100016,2024-09-24,567.0793,OK
100016,2024-09-25,566.5304,OK
100016,2024-09-26,569.8255,OK
100016,2024-09-27,564.0792,OK
100016,2024-09-30,568.4118,OK
100016,2024-10-01,564.4593,OK
100016,2024-10-02,562.3501,OK
100016,2024-10-03,565.2797,OK
100016,2024-10-04,562.2719,OK
100016,2024-10-07,562.7485,OK
100016,2024-10-08,561.4784,OK
100016,2024-10-09,562.4094,OK
100016,2024-10-10,551.0083,OK
100016,2024-10-11,542.4682,OK
100016,2024-10-14,545.7045,OK
100016,2024-10-15,551.0032,OK
100016,2024-10-16,546.8785,OK
100016,2024-10-17,545.9844,OK
100016,2024-10-18,547.6879,OK
100016,2024-10-21,551.3308,OK
100016,2024-10-22,541.8388,OK
100016,2024-10-23,537.8987,OK
100016,2024-10-24,536.6,OK
100016,2024-10-25,540.2165,OK
100016,2024-10-28,552.5367,OK
100016,2024-10-29,551.7113,OK
100016,2024-10-30,545.189,OK
100016,2024-10-31,547.4089,OK
100016,2024-11-01,554.1093,OK
100016,2024-11-04,554.9236,OK
100016,2024-11-05,550.7883,OK
100016,2024-11-06,555.748,OK
100016,2024-11-07,559.2982,OK
100016,2024-11-08,554.5459,OK
100016,2024-11-11,556.7015,OK
100016,2024-11-12,561.9091,OK
100016,2024-11-13,568.0897,OK
100016,2024-11-14,568.0499,OK
100016,2024-11-15,566.551,OK
100016,2024-11-18,573.0119,OK
100016,2024-11-19,567.2214,OK
100016,2024-11-20,569.7135,OK
100016,2024-11-21,563.1618,OK
100016,2024-11-22,568.7714,OK
100016,2024-11-25,567.7713,OK
100016,2024-11-26,574.4553,OK
100016,2024-11-27,577.2481,OK
100016,2024-11-28,571.349,OK
100016,2024-11-29,578.8713,OK
100016,2024-12-02,587.1478,OK
100016,2024-12-03,592.0396,OK
100016,2024-12-04,588.3799,OK
100016,2024-12-05,587.0969,OK
100016,2024-12-06,588.1537,OK
100016,2024-12-09,584.8165,OK
100016,2024-12-10,593.9167,OK
100016,2024-12-11,594.98,OK
100016,2024-12-12,581.2624,OK
100016,2024-12-13,583.3055,OK
100016,2024-12-16,581.8173,OK
100016,2024-12-17,581.733,OK
100016,2024-12-18,580.1441,OK
100016,2024-12-19,584.5895,OK
100016,2024-12-20,590.6954,OK
100016,2024-12-23,592.4773,OK
100016,2024-12-24,591.0119,OK
100016,2024-12-25,591.1013,OK
100016,2024-12-26,591.5085,OK
100016,2024-12-27,587.6404,OK
